nombre,codigo,descripcion,tipo_unidad,venta,,,
BOQUILLA DE BRONCE 1/4X3/8,H0970,BOQUILLA DE BRONCE 1/4X3/8,UND,,,,
VALVULA ANGULAR FLOU COM 2 1/2,H0971,VALVULA ANGULAR FLOU COM 2 1/2,UND,,,,
TAPON BR MACHO 2 1/2 PARA SIAMESA,H0972,TAPON BR MACHO 2 1/2 PARA SIAMESA,UND,,,,
PLACA REDONDA PARA SIAMESA,H0973,PLACA REDONDA PARA SIAMESA,UND,,,,
VALVULA DE ACOPLE RAPIDO 3/4,H0974,VALVULA DE ACOPLE RAPIDO 3/4,UND,,,,
BAYONETA ACOPLE RAPIDO 3/4,H0975,BAYONETA ACOPLE RAPIDO 3/4,UND,,,,
ADAPTADORNFLEX 1/2 PLASTIGAMA,H0976,ADAPTADORNFLEX 1/2 PLASTIGAMA,UND,,,,
CODO PVC 90X3-4 ROSCABLE,H0977,CODO PVC 90X3-4 ROSCABLE,UND,,,,
MANGUERA POOL 1/2X 100 CM COFLEX,H0978,MANGUERA POOL 1/2X 100 CM COFLEX,UND,,,,
TAPON TF H 25 MM,H0979,TAPON TF H 25 MM,UND,,,,
"NEPLO AI 1/2"" PERDIDO",H0980,"NEPLO AI 1/2"" PERDIDO",UND,,,,
TIZA INDUSTRIAL,H0981,TIZA INDUSTRIAL,UND,,,,
"NUDO AI ROSCABLE 2""",H0982,"NUDO AI ROSCABLE 2""",UND,,,,
"AISLANTE TERMICO 3 MM X 1,22",H0983,"AISLANTE TERMICO 3 MM X 1,22",UND,,,,
PROTECTOR AUDITIVO,H0984,PROTECTOR AUDITIVO,UND,,,,
BOTINES NEGRO TRABAJO,H0985,BOTINES NEGRO TRABAJO,UND,,,,
BUJE PVC CORTO 63X50,H0986,BUJE PVC CORTO 63X50,UND,,,,
TUBO PVC E-C 63X1X6M,H0987,TUBO PVC E-C 63X1X6M,UND,,,,
TEE PEGABLE REDUCCION 1X1/2 LASCO,H0988,TEE PEGABLE REDUCCION 1X1/2 LASCO,UND,,,,
"ADAPTADOR H 2"" LASCO",H0989,"ADAPTADOR H 2"" LASCO",UND,,,,
ESMALTE AMARILLO 1 LITRO,H0990,ESMALTE AMARILLO 1 LITRO,UND,,,,
TEE REDUCIDA DE 25 A 20MM,H0991,TEE REDUCIDA DE 25 A 20MM,UND,,,,
PEGA LOG TUBO 1000 CC RIVAL,H0992,PEGA LOG TUBO 1000 CC RIVAL,UND,,,,
ANGULO 1 1/4 X 3/16,H0993,ANGULO 1 1/4 X 3/16,UND,,,,
BUJE PVC CED 40 2X1 DURA,H0994,BUJE PVC CED 40 2X1 DURA,UND,,,,
ADAPTADOR PVC M CED 40 3/4 PEGABLE ROSCABLE TIGRE,H0995,ADAPTADOR PVC M CED 40 3/4 PEGABLE ROSCABLE TIGRE,UND,,,,
"BOMBA SUMERGIBLE VXC 20/50 PEDROLLO 220V760 HZ 1 HP CON C.BOX2,5 202104 DRENAJE AGUA NEGRA",H0996,"BOMBA SUMERGIBLE VXC 20/50 PEDROLLO 220V760 HZ 1 HP CON C.BOX2,5 202104 DRENAJE AGUA NEGRA",UND,,,,
REDUCCION CONCENTRICA RANURADA 1 1/2X 1 1/4,H0997,REDUCCION CONCENTRICA RANURADA 1 1/2X 1 1/4,UND,,,,
UNION RIGIDA RANURADA 1 1-4,H0998,UNION RIGIDA RANURADA 1 1-4,UND,,,,
"DISCO RINO DIAMANTE CORTE SECO 9"" PARA HORMIGON",H0999,"DISCO RINO DIAMANTE CORTE SECO 9"" PARA HORMIGON",UND,,,,
SIKA GROUT 30 KG,H1000,SIKA GROUT 30 KG,UND,,,,
UNION INOX 1/2,H1001,UNION INOX 1/2,UND,,,,
MANOMETRO GLICERINA VERT 1/4 100 PSI WINTERS,H1002,MANOMETRO GLICERINA VERT 1/4 100 PSI WINTERS,UND,,,,
REDUCCION COBRE SOSOS 1/2X3/8,H1003,REDUCCION COBRE SOSOS 1/2X3/8,UND,,,,
"UNION FLEXIBLE RANURADA 1 1/4""",H1004,"UNION FLEXIBLE RANURADA 1 1/4""",UND,,,,
"BUSHING  AI 1 1/2X1""",H1005,"BUSHING  AI 1 1/2X1""",UND,,,,
UNION COBRE SOSO 3/8,H1006,UNION COBRE SOSO 3/8,UND,,,,
NEPLO HEXAGONAL GALVANIZADO 1/2 UFLM,H1007,NEPLO HEXAGONAL GALVANIZADO 1/2 UFLM,UND,,,,
"BOMBA HIDRAULICA SUMERGIBLE 1,5 HP 2""",H1008,"BOMBA HIDRAULICA SUMERGIBLE 1,5 HP 2""",UND,,,,
"DISCO DIAMANTE 7""",H1009,"DISCO DIAMANTE 7""",UND,,,,
CALEFON RCA 20 LTS,H1010,CALEFON RCA 20 LTS,UND,,,,
TUBO ABASTO INODORO ANGULAR,H1011,TUBO ABASTO INODORO ANGULAR,UND,,,,
CONECTOR EMT 1-2,H1012,CONECTOR EMT 1-2,UND,,,,
CODO TF 20X90 AZUL,H1013,CODO TF 20X90 AZUL,UND,,,,
"UNION INOX 3/4""",H1014,"UNION INOX 3/4""",UND,,,,
SIFON DESAGUE ROSCADO 1 1/4,H1015,SIFON DESAGUE ROSCADO 1 1/4,UND,,,,
REGULADOR RECA 30 PSI,H1016,REGULADOR RECA 30 PSI,UND,,,,
TANQUE BIODIGESTOR 7000 LTS,H1017,TANQUE BIODIGESTOR 7000 LTS,UND,,,,
REGULADOR HUMCA ESTABILIZADOR DE 28 MBAR,H1018,REGULADOR HUMCA ESTABILIZADOR DE 28 MBAR,UND,,,,
CODO ADAPATADOR H GAS AMARILLO 20X90,H1019,CODO ADAPATADOR H GAS AMARILLO 20X90,UND,,,,
REDUCCION PEGABLE 3/4 X 1/2  CAMPANA,H1020,REDUCCION PEGABLE 3/4 X 1/2  CAMPANA,UND,,,,
UNION COBRE SOSO 3/4,H1021,UNION COBRE SOSO 3/4,UND,,,,
MANOMETRO GIL VERT 1-4 0-200 PSI WINTERS,H1022,MANOMETRO GIL VERT 1-4 0-200 PSI WINTERS,UND,,,,
PLACA 25X25X8MM,H1023,PLACA 25X25X8MM,UND,,,,
CONECTOR DOBLE 4/7 X 4/7,H1024,CONECTOR DOBLE 4/7 X 4/7,UND,,,,
CODO PVC 90 PRESION 25MM,H1025,CODO PVC 90 PRESION 25MM,UND,,,,
UNION FUSION AMARILLA 20 MM,H1026,UNION FUSION AMARILLA 20 MM,UND,,,,
CODO PVC ROSCABLE  HEMBRA 90X20X1-2 AZUL,H1027,CODO PVC ROSCABLE  HEMBRA 90X20X1-2 AZUL,UND,,,,
TEE REDUCIDA 50X32X50,H1028,TEE REDUCIDA 50X32X50,UND,,,,
"BROCA DE WALT FIERRO 9-64""",H1029,"BROCA DE WALT FIERRO 9-64""",UND,,,,
"LANA MINERAL 51 MM X 1,20 METROS",H1030,"LANA MINERAL 51 MM X 1,20 METROS",UND,,,,
TERMINAL ANILLO 1/2 X 3/8 M-CO (T. ABASTO),H1031,TERMINAL ANILLO 1/2 X 3/8 M-CO (T. ABASTO),UND,,,,
CODO HM 3/4X90,H1032,CODO HM 3/4X90,UND,,,,
BROCA SDS PLUS 30 CM X 1/2 CONCRETO,H1033,BROCA SDS PLUS 30 CM X 1/2 CONCRETO,UND,,,,
CODO TF 20 X 90 INCERTO METALICO H,H1034,CODO TF 20 X 90 INCERTO METALICO H,UND,,,,
CONTROLADOR DE VALVULA BACCARA PARA SISTEMA DE RIEGO G75AB,H1035,CONTROLADOR DE VALVULA BACCARA PARA SISTEMA DE RIEGO G75AB,UND,,,,
CAJA PARA NEVERA 15X11X7,H1036,CAJA PARA NEVERA 15X11X7,UND,,,,
TEE PVC PRESION 63 MM PLASTIGAMA,H1037,TEE PVC PRESION 63 MM PLASTIGAMA,UND,,,,
FILTRO 3/4,H1038,FILTRO 3/4,UND,,,,
VALVULA PITON DE 1/2” PARA GAS,H1039,VALVULA PITON DE 1/2” PARA GAS,UND,,,,
UNIFIX GASTOP FUERZA MEDIA 36 ML,H1040,UNIFIX GASTOP FUERZA MEDIA 36 ML,UND,,,,
BROCA ESCALONADA 12 NIVELES 4 MM,H1041,BROCA ESCALONADA 12 NIVELES 4 MM,UND,,,,
NEPLO 1/4 DE BRONCE ,H1042,NEPLO 1/4 DE BRONCE ,UND,,,,
"BROCA DE WALT HIERRO 7-64""",H1043,"BROCA DE WALT HIERRO 7-64""",UND,,,,
VALVULA MARIPOSA RANURADA 1 1/2,H1044,VALVULA MARIPOSA RANURADA 1 1/2,UND,,,,
TANQUE HIDRONEUMATICO METAL 60 LITROS HORIZONTAL,H1045,TANQUE HIDRONEUMATICO METAL 60 LITROS HORIZONTAL,UND,,,,
ADAPATADOR ROSCABLE H AGUA CALIENTE 20X1-2 AZUL,H1046,ADAPATADOR ROSCABLE H AGUA CALIENTE 20X1-2 AZUL,UND,,,,
TEFLON DE GAS DE 1/2 X 15 MM,H1047,TEFLON DE GAS DE 1/2 X 15 MM,UND,,,,
ABRAZADERA AZUL 75 MM 2 1/2,H1048,ABRAZADERA AZUL 75 MM 2 1/2,,,,,
"FLOTADOR HELBERT 1""",H1049,"FLOTADOR HELBERT 1""",UND,,,,
"PAR CONECTORES MEDIDOR 1""",H1050,"PAR CONECTORES MEDIDOR 1""",UND,,,,
TANQUE HIDRONEUMATICO 100/10 VERTICAL,H1051,TANQUE HIDRONEUMATICO 100/10 VERTICAL,UND,,,,
CINTA GALVANIZADA 17 MM X 1/4 X 10 MT HILLTI,H1052,CINTA GALVANIZADA 17 MM X 1/4 X 10 MT HILLTI,,,,,
REGULADOR MONDIAL 10 KG 2DA ETAPA,H1053,REGULADOR MONDIAL 10 KG 2DA ETAPA,UND,,,,
TERMINAL FUSION AZUL 25X3/4 METAL,H1054,TERMINAL FUSION AZUL 25X3/4 METAL,UND,,,,
"ADAPTADOR PARA TANQUE 1/ 2""",H1055,"ADAPTADOR PARA TANQUE 1/ 2""",UND,,,,
MANOMETRO 150 PSI,H1056,MANOMETRO 150 PSI,UND,,,,
NEPLO ACERO INOX 1X4,H1057,NEPLO ACERO INOX 1X4,UND,,,,
"MALLA TELA ALUMINIO 50 X 1,20 ANTIMOSQUITO",H1058,"MALLA TELA ALUMINIO 50 X 1,20 ANTIMOSQUITO",UND,,,,
ORING NEGRO,H1059,ORING NEGRO,UND,,,,
DISCO DESBASTE METAL 4” 1/2,H1060,DISCO DESBASTE METAL 4” 1/2,UND,,,,
TUBO EMT CONECTOR DE 1/2 PARA CAJETIN ELEC,H1061,TUBO EMT CONECTOR DE 1/2 PARA CAJETIN ELEC,UND,,,,
ESMALTE DE UÑAS,H1062,ESMALTE DE UÑAS,,,,,
BOTAS DE CAUCHO PUNTAS DE ACERO,H1063,BOTAS DE CAUCHO PUNTAS DE ACERO,UND,,,,
CONECTOR COFLEX 1-2 X 1-2X 100,H1064,CONECTOR COFLEX 1-2 X 1-2X 100,,,,,
"UNIVERSAL SOSO 1/2""",H1065,"UNIVERSAL SOSO 1/2""",,,,,
KIT DE INSTALACION PANEL SOLAR IBAX CONFORTLINA,H1066,KIT DE INSTALACION PANEL SOLAR IBAX CONFORTLINA,UND,,,,
ADAPTADOR FUSION AMARILLA 20 MM X 1/2 MACHO,H1067,ADAPTADOR FUSION AMARILLA 20 MM X 1/2 MACHO,UND,,,,
BROCA 1/4 PARA HIERRO,H1068,BROCA 1/4 PARA HIERRO,UND,,,,
PRESOSTATO BOMBA 80-100 SQUARE-D,H1069,PRESOSTATO BOMBA 80-100 SQUARE-D,UND,,,,
TUBERIA COBRE M 1/2 X 6 M NACOBRE,H1070,TUBERIA COBRE M 1/2 X 6 M NACOBRE,,,,,
CODO PVC 45 PRESION 25MM,H1071,CODO PVC 45 PRESION 25MM,UND,,,,
TEE COBRE SOSO 3/4,H1072,TEE COBRE SOSO 3/4,,,,,
TANQUE 2500  AZUL ,H1073,TANQUE 2500  AZUL ,UND,,,,
POZO TERMOMETRICO PARA SENSOR DE TEMPERATURA PARA PISCINA,H1074,POZO TERMOMETRICO PARA SENSOR DE TEMPERATURA PARA PISCINA,UND,,,,
BUSHING INOX 1 1/4 X 1/2,H1075,BUSHING INOX 1 1/4 X 1/2,UND,,,,
"TUBO TIPO DREN, DRENAJE 110 MM",H1076,"TUBO TIPO DREN, DRENAJE 110 MM",UND,,,,
GUANTE PARA SOLDAR,H1077,GUANTE PARA SOLDAR,UND,,,,
PGI PL PERMATEX GOMA INDIA,H1078,PGI PL PERMATEX GOMA INDIA,,,,,
UNIVERSAL COBRE SOSO 3/4 NIBCO,H1079,UNIVERSAL COBRE SOSO 3/4 NIBCO,,,,,
TUBO PVC EC 75X6 M,H1080,TUBO PVC EC 75X6 M,UND,,,,
ARENA SACO,H1081,ARENA SACO,UND,,,,
CODO TF ADAPTADOR 25X3/4,H1082,CODO TF ADAPTADOR 25X3/4,UND,,,,
CALENTADOR DE AGUA 30 GALONES,H1083,CALENTADOR DE AGUA 30 GALONES,UND,,,,
VALVULA MARIPOSA RANURADA 2 1/2 FLOWCOM,H1084,VALVULA MARIPOSA RANURADA 2 1/2 FLOWCOM,UND,,,,
CRUZ PVC 1/2 LASCO,H1085,CRUZ PVC 1/2 LASCO,UND,,,,
LIJA DE AGUA #80,H1086,LIJA DE AGUA #80,UND,,,,
TEE REDUCIDA 32X20X32,H1087,TEE REDUCIDA 32X20X32,UND,,,,
"TEE SOSO 1/2""",H1088,"TEE SOSO 1/2""",,,,,
REGULADOR DE GAS DOMESTICO CON MANOMETRO,H1089,REGULADOR DE GAS DOMESTICO CON MANOMETRO,,,,,
PERNO DE ANCLAJE 5-16,H1090,PERNO DE ANCLAJE 5-16,,,,,
REGULADOR HUMCAR 19-35 MBAR,H1091,REGULADOR HUMCAR 19-35 MBAR,,,,,
SOLDADURA PLATA 5%,H1092,SOLDADURA PLATA 5%,,,,,
TUBO PVC ROSCABLE 1/2 SCH 80 C 6 M ,H1093,TUBO PVC ROSCABLE 1/2 SCH 80 C 6 M ,UND,,,,
TEE TF REDUCIDA 75X50 MM,H1094,TEE TF REDUCIDA 75X50 MM,UND,,,,
TEE REDUCIDA DE 50 X 40 M TORO,H1095,TEE REDUCIDA DE 50 X 40 M TORO,UND,,,,
1/4 PLG PL ARANDELAPLANA GALVANIZADA,H1096,1/4 PLG PL ARANDELAPLANA GALVANIZADA,,,,,
MEDIDOR DE GAS INDUSTRIAL,H1097,MEDIDOR DE GAS INDUSTRIAL,,,,,
"CODO SOHI 1/2"" BRONCE",H1098,"CODO SOHI 1/2"" BRONCE",,,,,
"CODO AC 6""",H1099,"CODO AC 6""",UND,,,,
UNION GAS AMARILLA 20 MM ,H1100,UNION GAS AMARILLA 20 MM ,,,,,
REGULADOR DE GAS INDUSTRIAL CON MANOMETRO,H1101,REGULADOR DE GAS INDUSTRIAL CON MANOMETRO,,,,,
"VALVULA REDUCTORA 2"" GENEBRE AGUA",H1102,"VALVULA REDUCTORA 2"" GENEBRE AGUA",UND,,,,
UNION PVC PRESION 32X25 MM TGR,H1103,UNION PVC PRESION 32X25 MM TGR,UND,,,,
ESPUMA EXPANSIVA 750 ML,H1104,ESPUMA EXPANSIVA 750 ML,UND,,,,
ANGULO 1X1X3MM,H1105,ANGULO 1X1X3MM,UND,,,,
BUSHING INOX 3/4 A 1/2,H1106,BUSHING INOX 3/4 A 1/2,UND,,,,
"BROCA 7/16"" PARA HIERRO",H1107,"BROCA 7/16"" PARA HIERRO",UND,,,,
ADAPATADOR ROSCABLE H AGUA CALIENTE 25X1-2 AZUL,H1108,ADAPATADOR ROSCABLE H AGUA CALIENTE 25X1-2 AZUL,UND,,,,
GUANTE DE CUERO GRIS SOLDAR,H1109,GUANTE DE CUERO GRIS SOLDAR,,,,,
REDUCCION TF 50-40 TORO,H1110,REDUCCION TF 50-40 TORO,UND,,,,
TE MECANICA ROSCADA 4 X 1 1/2,H1111,TE MECANICA ROSCADA 4 X 1 1/2,UND,,,,
"3/8"" 2A PL PERNO DE ANCLAJE",H1112,"3/8"" 2A PL PERNO DE ANCLAJE",,,,,
"VALVULA MARIPOSA 3""",H1113,"VALVULA MARIPOSA 3""",UND,,,,
TEE CON INCERTO AMARILLA 1/2,H1114,TEE CON INCERTO AMARILLA 1/2,,,,,
"TEE MECANICA 1 1/2 X 3/4""",H1115,"TEE MECANICA 1 1/2 X 3/4""",UND,,,,
CAJA PARA LLAVE 23X15X8,H1116,CAJA PARA LLAVE 23X15X8,UND,,,,
"REDUCCION CONICA HG 3/4 X 1/2""",H1117,"REDUCCION CONICA HG 3/4 X 1/2""",UND,,,,
MANGUERA H 100 5/16 X  M,H1118,MANGUERA H 100 5/16 X  M,UND,,,,
VALVULA ALIVIO PRESION REGO 3/4,H1119,VALVULA ALIVIO PRESION REGO 3/4,UND,,,,
NEPLO INOX 1 1/2 X 5,H1120,NEPLO INOX 1 1/2 X 5,UND,,,,
ABRAZADERA AZUL 20,H1121,ABRAZADERA AZUL 20,,,,,
TERMOCUPLA TORNILLO  K -500C,H1122,TERMOCUPLA TORNILLO  K -500C,UND,,,,
ADHESIVOS BOMBONA DE GAS ,H1123,ADHESIVOS BOMBONA DE GAS ,UND,,,,
REGULADOR DE 2DA 4 KG 1/2 X 3/8 MONDIAL,H1124,REGULADOR DE 2DA 4 KG 1/2 X 3/8 MONDIAL,,,,,
"BROCA DE WALT HIERRO 1-8""",H1125,"BROCA DE WALT HIERRO 1-8""",UND,,,,
CURVA TF 25 MM AZUL,H1126,CURVA TF 25 MM AZUL,UND,,,,
ADAPTADOR DENTADO FLEX 16 X 3/4,H1127,ADAPTADOR DENTADO FLEX 16 X 3/4,UND,,,,
BOMBA VSE 1 13-15-1,H1128,BOMBA VSE 1 13-15-1,UND,,,,
TAPON HN INOX 1/2 ,H1129,TAPON HN INOX 1/2 ,UND,,,,
CODO TF 45X25 MM AZUL,H1130,CODO TF 45X25 MM AZUL,UND,,,,
RIEL METAL 20X11 PC 2 METROS APOLO,H1131,RIEL METAL 20X11 PC 2 METROS APOLO,UND,,,,
UNION UZ REPAR 63 MM CORTA PLASTIGAMA,H1132,UNION UZ REPAR 63 MM CORTA PLASTIGAMA,UND,,,,
YEE PVC DESAGUE 160 MM A 75 MM ENSAMBLADO,H1133,YEE PVC DESAGUE 160 MM A 75 MM ENSAMBLADO,UND,,,,
MANOMETRO 240 PSI,H1134,MANOMETRO 240 PSI,UND,,,,
TEE GAS AMARILLO BO,H1135,TEE GAS AMARILLO BO,,,,,
"VALVULA MARIPOSA RANURADA 4""",H1136,"VALVULA MARIPOSA RANURADA 4""",UND,,,,
"TANQUE 5000 L CON NEPLO 2"" TERMOFUNDIDO",H1137,"TANQUE 5000 L CON NEPLO 2"" TERMOFUNDIDO",UND,,,,
TEE INOX DE 1/4,H1138,TEE INOX DE 1/4,UND,,,,
BUSHING INOX 3/4 X 1/4,H1139,BUSHING INOX 3/4 X 1/4,UND,,,,
"VALVULA SECCIONADORA RANURADA 4""",H1140,"VALVULA SECCIONADORA RANURADA 4""",UND,,,,
"UNIVERSAL PVC ROSCABLE 3/4""",H1141,"UNIVERSAL PVC ROSCABLE 3/4""",UND,,,,
SOLDADURA DE PLATA AL 2%,H1142,SOLDADURA DE PLATA AL 2%,,,,,
"TUBERIA COBRE 1/2"" TIPO L  GAS",H1143,"TUBERIA COBRE 1/2"" TIPO L  GAS",,,,,
"TEE PITON BRONCE 3/8""",H1144,"TEE PITON BRONCE 3/8""",UND,,,,
"NEPLO BR 1/2""D X 1/2"" IZQ HEMBRA",H1145,"NEPLO BR 1/2""D X 1/2"" IZQ HEMBRA",,,,,
"ELEVADOR 3/4""",H1146,"ELEVADOR 3/4""",,,,,
BUJE PVC RED SOLID 1X3/4,H1147,BUJE PVC RED SOLID 1X3/4,UND,,,,
"BOMBA PARA SPA EMAUX SR DIAMETRO DE DESCARGA 2"" POTENCIA DE MOTOR 3HP",H1148,"BOMBA PARA SPA EMAUX SR DIAMETRO DE DESCARGA 2"" POTENCIA DE MOTOR 3HP",UND,,,,
REDUCTOR AGUA CALIENTE 25X20MM AZUL,H1149,REDUCTOR AGUA CALIENTE 25X20MM AZUL,UND,,,,
TEE INOX 3/4,H1150,TEE INOX 3/4,UND,,,,
CODO TF ADAPTADOR M  25X3-4,H1151,CODO TF ADAPTADOR M  25X3-4,UND,,,,
ADAPTADOR PARA CILINDRO DE GAS 3/4,H1152,ADAPTADOR PARA CILINDRO DE GAS 3/4,,,,,
PRESOSTATO AGUA PENTAX 5 BAAR PP5,H1153,PRESOSTATO AGUA PENTAX 5 BAAR PP5,UND,,,,
"CODO P-P 1/2""",H1154,"CODO P-P 1/2""",,,,,
MANGUERA GAS AMARILLA POR METRO,H1155,MANGUERA GAS AMARILLA POR METRO,,,,,
"ADAPATADOR H AMARILLO 20X1/2""",H1156,"ADAPATADOR H AMARILLO 20X1/2""",,,,,
"VALVULA BOLA 1/2"" ANTIFRAUDE HUMCAR",H1157,"VALVULA BOLA 1/2"" ANTIFRAUDE HUMCAR",,,,,
VALVULA BOLA GAS 3/4 LARGA,H1158,VALVULA BOLA GAS 3/4 LARGA,,,,,
"CODO HN 45X3-4""",H1159,"CODO HN 45X3-4""",UND,,,,
 SET 100 PCS AMARRA PLASTICA NEGRA,H1160, SET 100 PCS AMARRA PLASTICA NEGRA,,,,,
BROCA CONCRETO CHINA N0. 12,H1161,BROCA CONCRETO CHINA N0. 12,UND,,,,
"TANQUE ESTACIONARIO: VALVULA DE ALIVIO DE 1 1/4 SEÑAL ETICA ROMBO, NO FUNMAR, INFLAMABLE",H1162,"TANQUE ESTACIONARIO: VALVULA DE ALIVIO DE 1 1/4 SEÑAL ETICA ROMBO, NO FUNMAR, INFLAMABLE",,,,,
"ADAPTADOR PVC M 72X2""",H1163,"ADAPTADOR PVC M 72X2""",UND,,,,
UNION TF 40 MM TORO,H1164,UNION TF 40 MM TORO,UND,,,,
"CODO AI ROSC 90X1/2""",H1165,"CODO AI ROSC 90X1/2""",,,,,
VALVULA DESMONTABLE 40 MM,H1166,VALVULA DESMONTABLE 40 MM,UND,,,,
BOMBA A-PRES KE 3 150,H1167,BOMBA A-PRES KE 3 150,UND,,,,
"NEPLO AI 3/4 X 5""",H1168,"NEPLO AI 3/4 X 5""",UND,,,,
"TUBO AC CED10 RANURADO ROJO 2"" X 6M",H1169,"TUBO AC CED10 RANURADO ROJO 2"" X 6M",UND,,,,
VALVULA DE GAS DOMESTICA PLATEADA,H1170,VALVULA DE GAS DOMESTICA PLATEADA,,,,,
REGULADOR DE 2DA 10KG 1/2 X/2 RECA 738,H1171,REGULADOR DE 2DA 10KG 1/2 X/2 RECA 738,,,,,
"CODO SO SO 1/2"" X 45 º",H1172,"CODO SO SO 1/2"" X 45 º",,,,,
SILICON GRIS 3 ONZAS,H1173,SILICON GRIS 3 ONZAS,UND,,,,
FIBRA NEOLITE NEGRO 1X1X5 MM,H1174,FIBRA NEOLITE NEGRO 1X1X5 MM,UND,,,,
"VALVULA REDUCTORA DE PRESION 1""",H1175,"VALVULA REDUCTORA DE PRESION 1""",UND,,,,
TACOS EXPANSIVOS 3/8 ECO,H1176,TACOS EXPANSIVOS 3/8 ECO,,,,,
BOMBA A PRES K3 150,H1177,BOMBA A PRES K3 150,UND,,,,
"BROCA DE WALT FIERRO 5-32""",H1178,"BROCA DE WALT FIERRO 5-32""",UND,,,,
"UNION HN 2""",H1179,"UNION HN 2""",UND,,,,
NEPLO  BRG 1/2DX1/2 IZ,H1180,NEPLO  BRG 1/2DX1/2 IZ,,,,,
UNIFIX GASTOP FUERZA ALTA 10 G,H1181,UNIFIX GASTOP FUERZA ALTA 10 G,,,,,
SIKA BOOM 500 ML,H1182,SIKA BOOM 500 ML,UND,,,,
UNION TF 25 MM AZUL,H1183,UNION TF 25 MM AZUL,UND,,,,
"TUBO AC CED 10 RANURADO ROJO ULFM 2"" X 6 M",H1184,"TUBO AC CED 10 RANURADO ROJO ULFM 2"" X 6 M",UND,,,,
"TUBERIA PE 3/4""",H1185,"TUBERIA PE 3/4""",,,,,
REGULADOR 1ERA 14 KG,H1186,REGULADOR 1ERA 14 KG,UND,,,,
"TEE RANURADA DE 4""",H1187,"TEE RANURADA DE 4""",UND,,,,
REDUCCION TF MH 50 A 32,H1188,REDUCCION TF MH 50 A 32,UND,,,,
"CODO PVC 45 CED 40 1""",H1189,"CODO PVC 45 CED 40 1""",UND,,,,
TUBERIA COBRE L 3/8 X 3 METROS,H1190,TUBERIA COBRE L 3/8 X 3 METROS,,,,,
VALVULA ATAQUE RAPIDO VERTICAL SRG,H1191,VALVULA ATAQUE RAPIDO VERTICAL SRG,,,,,
REDUCCION SOSO 3/4 A 1/2  NIBCO,H1192,REDUCCION SOSO 3/4 A 1/2  NIBCO,,,,,
TUBO TF 40MM X 4 M TORO,H1193,TUBO TF 40MM X 4 M TORO,UND,,,,
VALVULA TF MARIPOSA 32 MM,H1194,VALVULA TF MARIPOSA 32 MM,UND,,,,
REGULADOR RECA 1ERA 12KL REGULABLE,H1195,REGULADOR RECA 1ERA 12KL REGULABLE,UND,,,,
TE PVC PRESION 25 MM PLASTIGAMA,H1196,TE PVC PRESION 25 MM PLASTIGAMA,UND,,,,
"CODO 90 ROSCA HEMBRA 32X 1""",H1197,"CODO 90 ROSCA HEMBRA 32X 1""",UND,,,,
"ADAPTADOR PVC H C40 PEGA/ROSCA 1 1/2"" TGR",H1198,"ADAPTADOR PVC H C40 PEGA/ROSCA 1 1/2"" TGR",UND,,,,
TEE ROSCABLE HEMBRA 25X3/4 RF TORO,H1199,TEE ROSCABLE HEMBRA 25X3/4 RF TORO,UND,,,,
CODO HN SOLDABLE 1 1/2X45,H1200,CODO HN SOLDABLE 1 1/2X45,UND,,,,
CODO PVC ROSCABLE MACHO 90X20X1-2 AZUL,H1201,CODO PVC ROSCABLE MACHO 90X20X1-2 AZUL,UND,,,,
VALVULA PARA LAVADORA 1/2 X3/4 ANGULAR,H1202,VALVULA PARA LAVADORA 1/2 X3/4 ANGULAR,UND,,,,
MICROASPERSOR 180S NAAN GARM 70 LH HID,H1203,MICROASPERSOR 180S NAAN GARM 70 LH HID,UND,,,,
ACOPLE MANGUERA LLENADO REGO VB 3175A,H1204,ACOPLE MANGUERA LLENADO REGO VB 3175A,,,,,
SUELDA FRIO JUST FOR COOPER JACO,H1205,SUELDA FRIO JUST FOR COOPER JACO,,,,,
REDUCCION HN RANURADA 3X1 1/2,H1206,REDUCCION HN RANURADA 3X1 1/2,UND,,,,
CARGA DE GAS PARA CLAVADORA PENDEL,H1207,CARGA DE GAS PARA CLAVADORA PENDEL,,,,,
BOMBA ALTA PRESION DIESEL 13HP 2X2,H1208,BOMBA ALTA PRESION DIESEL 13HP 2X2,UND,,,,
RED ORING,H1209,RED ORING,UND,,,,
CONECTOR COFLEX MANGUERA NEGRA DE 1/2,H1210,CONECTOR COFLEX MANGUERA NEGRA DE 1/2,,,,,
BOMBA LAPIZ 110 W EVANS,H1211,BOMBA LAPIZ 110 W EVANS,UND,,,,
ADAPATADOR TF H 1-2 AZUL,H1212,ADAPATADOR TF H 1-2 AZUL,UND,,,,
BROCA SD PLUS 6MM X 100 MM,H1213,BROCA SD PLUS 6MM X 100 MM,UND,,,,
ADAPTADOR M 1/2 AMARILLO,H1214,ADAPTADOR M 1/2 AMARILLO,,,,,
ATAQUE RAPIDO SRG CVERTICAL,H1215,ATAQUE RAPIDO SRG CVERTICAL,,,,,
"CODO HG 2X90""",H1216,"CODO HG 2X90""",UND,,,,
LUBRICANTE ANTIOXIDANTE 450 ML,H1217,LUBRICANTE ANTIOXIDANTE 450 ML,UND,,,,
PEGA PVC 1106 473 ML NARANJA,H1218,PEGA PVC 1106 473 ML NARANJA,UND,,,,
